运单编号,签收省份,重量,价格
402280354906,上海,0.7,3.7
402925378601,浙江省,0.2,3.7
402233358899,上海,0.7,3.7
402905918588,浙江省,0.45,3.7
402373079366,上海,0.7,3.7
402474465612,上海,0.7,3.7
402462109173,安徽省,2.35,5.7
401802803954,四川省,0.9,5.6
402882898902,浙江省,0.35,3.7
401379611259,江苏省,2.4,5.7
402383569404,上海,0.7,3.7
402903350746,江苏省,0.35,3.7
757195930346,浙江省,2.4,5.7
402901687814,安徽省,0.2,3.7
402326069577,上海,0.7,3.7
402908803774,安徽省,0.2,3.7
402949019915,江苏省,0.75,3.7
402945567145,江苏省,0.3,3.7
402969900692,江苏省,0.5,3.7
402989381032,浙江省,0.5,3.7
403008413407,江苏省,0.25,3.7
402844379459,上海,0.7,3.7
402962565147,浙江省,0.2,3.7
403008413377,浙江省,0.2,3.7
402966547965,江苏省,0.35,3.7
402966548059,江苏省,0.4,3.7
402966548041,江苏省,0.3,3.7
401720049051,湖南省,0.85,5.2
401749019129,浙江省,2.4,5.7
401854814955,贵州省,0.9,5.6
402939190191,江苏省,0.2,3.7
402950861935,江苏省,0.7,3.7
402795356123,上海,0.7,3.7
402994001558,浙江省,0.2,3.7
403075620102,上海,0.7,3.7
403242100126,上海,0.7,3.7
401693286743,重庆,0.9,5.6
403296621022,上海,0.7,3.7
402939190207,江苏省,0.25,3.7
401592016489,云南省,0.9,5.6
402971679592,江苏省,0.55,3.7
402984298943,江苏省,0.2,3.7
402934671959,江苏省,0.3,3.7
402314082520,湖南省,0.85,5.2
401836951251,重庆,0.9,5.6
401841137832,四川省,0.9,5.6
402811739072,江苏省,0.5,3.7
402830809696,浙江省,0.2,3.7
402832417146,浙江省,0.3,3.7
402763159286,安徽省,0.45,3.7
402802867839,浙江省,0.35,3.7
402834046447,浙江省,0.2,3.7
402781853319,江苏省,0.8,3.7
401743664097,贵州省,0.9,5.6
402849412303,江苏省,0.45,3.7
402849412316,江苏省,0.65,3.7
402804497507,浙江省,0.2,3.7
401628297924,云南省,0.9,5.6
402795356148,浙江省,0.2,3.7
401725373430,重庆,0.9,5.6
401780474196,陕西省,0.9,5.6
402813299934,江苏省,0.4,3.7
402813603446,江苏省,0.2,3.7
402848880356,安徽省,0.7,3.7
401672875264,四川省,0.9,5.6
401572694242,重庆,0.9,5.6
402834046430,浙江省,0.2,3.7
402807205019,江苏省,0.3,3.7
402808284436,浙江省,0.2,3.7
402051412117,贵州省,0.9,5.6
401956320910,陕西省,0.9,5.6
402899384652,浙江省,0.3,3.7
402944742077,江苏省,0.65,3.7
402901687784,江苏省,0.7,3.7
402903350733,浙江省,0.2,3.7
403247633845,上海,0.7,3.7
402905918618,江苏省,0.7,3.7
401872362720,重庆,0.9,5.6
402382540008,湖南省,0.85,5.2
402906259218,江苏省,0.9,3.7
402892256271,江苏省,0.6,3.7
402872145355,江苏省,0.25,3.7
402906417892,浙江省,0.2,3.7
402931075352,浙江省,0.25,3.7
402890606193,浙江省,0.45,3.7
402914087077,浙江省,0.4,3.7
402701553077,河北省,0.85,5.2
401428388543,安徽省,2.5,5.7
402882736549,江苏省,0.2,3.7
402915246200,浙江省,0.2,3.7
402931075421,江苏省,0.2,3.7
401075846892,上海,0.75,3.7
401273138226,上海,0.75,3.7
402931075384,浙江省,0.2,3.7
402170975037,贵州省,0.9,5.6
402885842460,江苏省,0.2,3.7
402603044476,山东省,0.85,5.2
401207211655,上海,0.75,3.7
402962565209,江苏省,0.45,3.7
402991186597,安徽省,0.35,3.7
402905918595,湖南省,0.85,5.2
402257254271,云南省,0.9,5.6
402939190239,浙江省,0.5,3.7
402975820770,浙江省,0.2,3.7
402236288469,四川省,0.9,5.6
402962565154,浙江省,0.8,3.7
402981519226,江苏省,0.2,3.7
402844379473,湖南省,0.85,5.2
402966984705,浙江省,0.2,3.7
402213780362,重庆,0.9,5.6
402995949135,江苏省,0.4,3.7
402971679585,浙江省,0.4,3.7
402960486896,江苏省,0.2,3.7
402784946660,浙江省,0.2,3.7
401153650724,上海,0.75,3.7
757193007513,江苏省,0.2,3.7
402654684816,内蒙古自治区,0.45,8.2
402813603421,安徽省,0.2,3.7
402156145093,四川省,0.9,5.6
402153376507,陕西省,0.9,5.6
402813537189,安徽省,0.2,3.7
402289730352,重庆,0.9,5.6
402839413602,浙江省,0.2,3.7
402321751948,四川省,0.9,5.6
401148538536,上海,0.75,3.7
402850683898,浙江省,0.3,3.7
401284737235,上海,0.75,3.7
402511873891,贵州省,0.9,5.6
402855923155,江苏省,0.2,3.7
402820417430,内蒙古自治区,0.45,8.2
757193007514,浙江省,0.45,3.7
402294637262,四川省,0.9,5.6
402848880349,安徽省,0.3,3.7
402820390579,江苏省,0.5,3.7
402833361526,江苏省,0.45,3.7
401230953520,上海,0.75,3.7
402808002985,浙江省,0.2,3.7
402339109798,陕西省,0.9,5.6
402808284381,江苏省,0.4,3.7
402797405111,江苏省,0.55,3.7
402832503749,江苏省,0.2,3.7
402474465620,重庆,0.9,5.6
402905474906,江苏省,0.3,3.7
402931075360,浙江省,0.2,3.7
402403232064,内蒙古自治区,0.5,8.2
402915246224,安徽省,0.2,3.7
402339109842,陕西省,0.9,5.6
402890665221,浙江省,0.25,3.7
402369770596,江苏省,2.55,5.7
401493341318,上海,0.75,3.7
401419825369,上海,0.75,3.7
402403430738,云南省,0.9,5.6
402983185953,湖南省,0.85,5.2
402922436079,江苏省,0.35,3.7
402899384645,浙江省,0.2,3.7
402461550657,青海省,0.5,8.2
402944742084,江苏省,0.4,3.7
402890503107,江苏省,0.45,3.7
401484117367,上海,0.75,3.7
402923573649,安徽省,0.2,3.7
402932355489,浙江省,0.3,3.7
402885293539,浙江省,0.2,3.7
402559110523,陕西省,0.9,5.6
402734400936,四川省,0.9,5.6
402923573562,江苏省,0.45,3.7
402905474896,江苏省,0.25,3.7
402912652076,浙江省,0.5,3.7
402676290196,四川省,0.9,5.6
402892256365,江苏省,0.2,3.7
402909920819,江苏省,0.25,3.7
402890506067,江苏省,0.2,3.7
401475179448,上海,0.75,3.7
402921200146,江苏省,0.65,3.7
402906259225,浙江省,0.7,3.7
401697224979,上海,0.75,3.7
402989381025,浙江省,0.2,3.7
757195930068,广东省,0.85,5.2
401745040573,上海,0.75,3.7
402961696552,江苏省,0.85,3.7
402995949174,江苏省,0.55,3.7
402955095044,浙江省,0.2,3.7
402966984656,江苏省,0.3,3.7
402575087378,重庆,0.9,5.6
401666637867,上海,0.75,3.7
402782486983,四川省,0.9,5.6
402991284211,安徽省,0.35,3.7
403000252180,浙江省,0.2,3.7
402559110562,内蒙古自治区,0.5,8.2
402975820800,浙江省,0.2,3.7
401964112637,上海,0.75,3.7
402965635320,江苏省,0.2,3.7
402908500705,安徽省,0.2,3.7
401380741732,北京,0.9,5.2
402547501464,江苏省,2.55,5.7
401391829936,福建省,0.9,5.2
402965635383,江苏省,0.2,3.7
403000252197,江苏省,0.35,3.7
402714781425,云南省,0.9,5.6
401945010523,上海,0.75,3.7
402108468576,湖南省,0.9,5.2
402995949116,江苏省,0.35,3.7
402102354605,湖南省,0.9,5.2
402949019908,浙江省,0.2,3.7
402566954191,贵州省,0.9,5.6
402676037717,陕西省,0.9,5.6
402615853501,内蒙古自治区,0.5,8.2
402813299998,浙江省,0.95,3.7
402837177532,浙江省,0.4,3.7
401994132496,上海,0.75,3.7
402872145323,广西壮族自治区,0.9,5.6
402832503776,浙江省,1,3.7
402172179121,湖南省,0.9,5.2
402813762898,浙江省,0.2,3.7
402802867878,江苏省,0.2,3.7
402984085161,云南省,0.9,5.6
401982972775,上海,0.75,3.7
402853618509,浙江省,0.2,3.7
402855923086,重庆,0.9,5.6
402844379498,江苏省,0.2,3.7
403200334466,贵州省,0.9,5.6
402810598197,江苏省,0.2,3.7
402820976210,浙江省,0.2,3.7
402811739033,江苏省,0.45,3.7
402797405143,江苏省,0.2,3.7
402935060766,浙江省,0.2,3.7
402873480267,江苏省,0.2,3.7
403216623872,四川省,0.9,5.6
401068495469,云南省,0.95,5.6
402906259240,江苏省,0.65,3.7
401895923098,上海,0.75,3.7
400937492527,安徽省,2.6,5.7
402906417930,浙江省,0.2,3.7
402925371863,浙江省,0.25,3.7
402906259188,江苏省,0.3,3.7
401273793079,云南省,0.95,5.6
402872145400,江苏省,0.2,3.7
402768182160,浙江省,0.2,3.7
400839849122,陕西省,0.95,5.6
401264308767,重庆,0.95,5.6
402909920764,浙江省,0.2,3.7
402922436093,江苏省,0.2,3.7
402890606154,浙江省,0.2,3.7
402923573617,江苏省,0.3,3.7
403281900528,内蒙古自治区,0.5,8.2
402933930230,安徽省,0.2,3.7
402933373450,浙江省,0.45,3.7
402207846101,上海,0.75,3.7
757193007518,浙江省,0.2,3.7
402976745322,江苏省,0.3,3.7
402969900653,江苏省,0.2,3.7
401164268172,四川省,0.95,5.6
401559808894,四川省,0.95,5.6
401605297815,云南省,0.95,5.6
401452080946,四川省,0.95,5.6
402991284243,浙江省,0.45,3.7
402991584485,浙江省,0.45,3.7
402213780463,上海,0.75,3.7
401615548133,四川省,0.95,5.6
401197938601,陕西省,0.95,5.6
402246519630,上海,0.75,3.7
402966547972,江苏省,0.4,3.7
402940234872,浙江省,0.2,3.7
401561706667,陕西省,0.95,5.6
401849250130,四川省,0.95,5.6
401823856349,贵州省,0.95,5.6
402797405104,浙江省,0.4,3.7
401784117684,浙江省,2.6,5.7
402820417479,浙江省,0.3,3.7
401737070831,贵州省,0.95,5.6
401642081467,云南省,0.95,5.6
402813762827,江苏省,0.65,3.7
402089244975,湖南省,0.9,5.2
402813603478,浙江省,0.2,3.7
402807923231,浙江省,0.7,3.7
402859316178,浙江省,0.3,3.7
402853618461,浙江省,0.2,3.7
757193007510,浙江省,0.2,3.7
402141606701,上海,0.75,3.7
401694649756,四川省,0.95,5.6
401647879060,陕西省,0.95,5.6
401710557703,贵州省,0.95,5.6
401736025593,陕西省,0.95,5.6
402825489561,浙江省,0.2,3.7
402076813223,云南省,0.95,5.6
402184387431,上海,0.75,3.7
402484102976,湖南省,0.9,5.2
401988611134,四川省,0.95,5.6
402236288506,上海,0.75,3.7
402476305383,上海,0.75,3.7
401954854087,四川省,0.95,5.6
402356988647,上海,0.75,3.7
402080592051,陕西省,0.95,5.6
402887844291,浙江省,0.5,3.7
402595377348,湖南省,0.9,5.2
402892256289,浙江省,0.45,3.7
402402917335,安徽省,2.6,5.7
402567040439,上海,0.75,3.7
402611315216,上海,0.75,3.7
401899609663,四川省,0.95,5.6
402637266850,上海,0.75,3.7
402912652069,安徽省,0.35,3.7
402887391250,江苏省,0.2,3.7
400944597789,湖南省,0.95,5.2
402089063838,四川省,0.95,5.6
402402917316,贵州省,0.95,5.6
757195930332,浙江省,2.6,5.7
402923573624,浙江省,0.35,3.7
402215300737,江苏省,2.65,5.7
402903350719,浙江省,0.7,3.7
402215300751,重庆,0.95,5.6
402354993433,四川省,0.95,5.6
402908500769,江苏省,0.65,3.7
402890606179,安徽省,0.2,3.7
402925378589,浙江省,0.6,3.7
402364510856,云南省,0.95,5.6
757193007595,浙江省,0.45,3.7
402565445814,四川省,0.95,5.6
402832503756,上海,0.75,3.7
402906417922,上海,0.75,3.7
403014573582,江苏省,0.35,3.7
403127392861,上海,0.75,3.7
402950861928,江苏省,0.3,3.7
402795356116,云南省,0.95,5.6
402966984682,江苏省,0.2,3.7
402976745330,江苏省,0.2,3.7
402990454004,江苏省,0.3,3.7
402984085209,浙江省,0.2,3.7
402995949098,安徽省,0.35,3.7
402966548002,江苏省,0.45,3.7
402990453981,安徽省,0.5,3.7
402987613966,浙江省,0.5,3.7
401817205194,甘肃省,0.55,8.2
402950861886,安徽省,0.75,3.7
402832503731,浙江省,0.95,3.7
403151790479,上海,0.75,3.7
403041646612,上海,0.75,3.7
402859316208,江苏省,0.2,3.7
402850683916,浙江省,0.2,3.7
402797405136,云南省,0.95,5.6
402839413610,浙江省,0.2,3.7
402837177506,江苏省,0.2,3.7
402839413627,安徽省,0.2,3.7
403050239131,四川省,0.95,5.6
403216883796,上海,0.75,3.7
402839959851,江苏省,0.9,3.7
402807205058,江苏省,0.2,3.7
403303301984,贵州省,0.95,5.6
403111702429,上海,0.75,3.7
402855793546,江苏省,0.8,3.7
402808284411,安徽省,0.35,3.7
402820976197,安徽省,0.2,3.7
402820976172,浙江省,0.35,3.7
401102162059,上海,0.8,3.7
401112915289,上海,0.8,3.7
400916046049,云南省,1,5.6
402755432152,江苏省,0.55,3.7
401230797790,湖南省,0.95,5.2
402825295277,江苏省,0.35,3.7
401351222297,上海,0.8,3.7
401007850941,陕西省,1,5.6
402915246231,江苏省,0.2,3.7
402903350726,江苏省,0.2,3.7
402933930208,江苏省,0.5,3.7
400946061159,重庆,1,5.6
402859915206,安徽省,0.2,3.7
401243451989,上海,0.8,3.7
402932355471,江苏省,0.2,3.7
402933930192,浙江省,0.25,3.7
401158654891,贵州省,1,5.6
401151591237,上海,0.8,3.7
402923573555,浙江省,0.9,3.7
401242261991,上海,0.8,3.7
401230953436,上海,0.8,3.7
402892256301,浙江省,0.6,3.7
401365105004,上海,0.8,3.7
401524051090,上海,0.8,3.7
401330765680,四川省,1,5.6
402921200133,浙江省,0.7,3.7
402887391173,浙江省,0.2,3.7
401284737186,贵州省,1,5.6
401279137456,上海,0.8,3.7
402990453942,江苏省,0.55,3.7
402979107604,江苏省,0.8,3.7
401115916182,四川省,1,5.6
402994001572,江苏省,0.3,3.7
402601744869,内蒙古自治区,0.55,8.2
401383937085,上海,0.8,3.7
401430220238,上海,0.8,3.7
402989291343,浙江省,0.5,3.7
401472688700,上海,0.8,3.7
402945599046,安徽省,0.2,3.7
402971679647,浙江省,0.2,3.7
402966984720,江苏省,0.2,3.7
402932355496,浙江省,0.45,3.7
401428159812,上海,0.8,3.7
401557075561,上海,0.8,3.7
401737070856,上海,0.8,3.7
401661439541,上海,0.8,3.7
402991186610,安徽省,0.4,3.7
402949019947,江苏省,0.4,3.7
402945333573,浙江省,0.2,3.7
402979107581,浙江省,0.2,3.7
401577508344,上海,0.8,3.7
401164643259,陕西省,1,5.6
403247633884,宁夏回族自治区,0.55,8.2
402865471066,江苏省,0.2,3.7
401383937122,湖南省,0.95,5.2
401847522611,上海,0.8,3.7
402849412335,浙江省,0.35,3.7
402855793608,江苏省,0.6,3.7
401160536128,黑龙江省,1,5.6
757195930330,浙江省,0.4,3.7
401117277681,四川省,1,5.6
402834046385,浙江省,0.5,3.7
402811786066,江苏省,0.35,3.7
400895286462,陕西省,1,5.6
402836890315,江苏省,0.25,3.7
401892761157,上海,0.8,3.7
401273138252,湖南省,0.95,5.2
401197938646,重庆,1,5.6
401274483366,湖南省,0.95,5.2
402808002966,江苏省,0.55,3.7
401605321340,四川省,1,5.6
401909650785,上海,0.8,3.7
402825356516,江苏省,0.2,3.7
402088058729,上海,0.8,3.7
401561861972,陕西省,1,5.6
402121785126,上海,0.8,3.7
402785980741,江苏省,0.35,3.7
401483159462,四川省,1,5.6
402833361533,浙江省,0.2,3.7
401587001776,湖南省,0.95,5.2
401292933173,陕西省,1,5.6
402820417415,江苏省,0.75,3.7
401577508320,四川省,1,5.6
402921200119,江苏省,0.3,3.7
401743721922,上海,0.8,3.7
402905918606,浙江省,0.95,3.7
402890665253,江苏省,0.2,3.7
402935060822,浙江省,0.2,3.7
402933373403,江苏省,0.95,3.7
402662038010,内蒙古自治区,0.6,8.2
402890503052,江苏省,0.2,3.7
757195930031,四川省,1,5.6
402908861309,浙江省,0.65,3.7
402172179208,上海,0.8,3.7
401670759188,四川省,1,5.6
402933373467,浙江省,0.35,3.7
402914087038,江苏省,0.2,3.7
401752485926,云南省,1,5.6
402375860241,上海,0.8,3.7
402698193572,上海,0.8,3.7
402784906578,浙江省,0.3,3.7
402908500776,江苏省,0.55,3.7
402859915232,江苏省,0.2,3.7
402873480250,浙江省,0.2,3.7
401559808855,四川省,1,5.6
402304735876,浙江省,2.7,5.7
402906259257,安徽省,0.2,3.7
401647878976,四川省,1,5.6
402781471436,上海,0.8,3.7
402908500690,江苏省,0.2,3.7
401672875296,重庆,1,5.6
402960486926,江苏省,0.25,3.7
402980903851,安徽省,0.25,3.7
402728601489,上海,0.8,3.7
402980903926,浙江省,0.2,3.7
402992274930,浙江省,0.7,3.7
402966987449,安徽省,0.2,3.7
402645472808,内蒙古自治区,0.6,8.2
401776187237,四川省,1,5.6
402980903869,江苏省,0.6,3.7
402987613973,浙江省,0.25,3.7
402939190278,浙江省,0.45,3.7
402945599066,上海,0.8,3.7
402960486913,浙江省,0.2,3.7
401981003133,重庆,1,5.6
402944742052,浙江省,0.5,3.7
402141606689,四川省,1,5.6
402955095051,江苏省,0.2,3.7
402967940336,浙江省,0.2,3.7
403155306032,上海,0.8,3.7
403196830126,上海,0.8,3.7
402991284256,江苏省,0.25,3.7
402784946684,浙江省,0.2,3.7
402785980734,江苏省,0.65,3.7
402802867866,江苏省,0.2,3.7
402810598210,江苏省,0.3,3.7
402811739110,江苏省,0.2,3.7
402804497566,江苏省,0.3,3.7
402836890308,浙江省,0.3,3.7
402369815844,贵州省,1,5.6
402861760602,浙江省,0.2,3.7
402861760634,江苏省,0.2,3.7
403059373445,上海,0.8,3.7
401459526336,湖南省,0.95,5.2
402837177564,浙江省,0.6,3.7
402844379528,江苏省,0.2,3.7
402758277572,江苏省,0.2,3.7
400989815970,上海,0.85,3.7
402543626699,云南省,1,5.6
402834046415,浙江省,0.2,3.7
402346791035,四川省,1,5.6
402820417493,江苏省,0.3,3.7
402451526384,四川省,1,5.6
402807205033,安徽省,0.2,3.7
401034729747,上海,0.85,3.7
403023914774,江苏省,0.35,3.7
401367822416,上海,0.85,3.7
403035349948,江苏省,0.55,3.7
402469699561,云南省,1,5.6
401523493129,湖南省,0.95,5.2
402371280955,四川省,1,5.6
403046092035,浙江省,0.2,3.7
402944742060,陕西省,1,5.6
403085618964,安徽省,0.2,3.7
403193912674,云南省,1,5.6
401233992455,上海,0.85,3.7
403075620033,浙江省,0.2,3.7
403015192750,江苏省,0.2,3.7
403176057992,陕西省,1,5.6
403078653224,江苏省,0.35,3.7
403082147296,四川省,1,5.6
757195930062,浙江省,0.2,3.7
403057364965,江苏省,0.2,3.7
401510271753,上海,0.85,3.7
403050239100,浙江省,0.8,3.7
403157236213,江苏省,0.2,3.7
403147935704,江苏省,0.8,3.7
403082147306,浙江省,0.4,3.7
401103044095,陕西省,1.05,5.9
403110938245,安徽省,0.55,3.7
403136705585,安徽省,0.2,3.7
403124828665,浙江省,0.3,3.7
403136705578,安徽省,0.3,3.7
401007850966,四川省,1.05,5.9
401510271766,上海,0.85,3.7
403153710141,浙江省,0.2,3.7
403099564308,安徽省,0.6,3.7
403155863156,浙江省,0.2,3.7
403157236196,江苏省,0.7,3.7
403147935699,浙江省,0.45,3.7
400918602172,四川省,1.05,5.9
403129366363,浙江省,0.2,3.7
403103296660,浙江省,0.6,3.7
401992985906,湖南省,0.95,5.2
403122728542,浙江省,0.7,3.7
403107955348,浙江省,0.65,3.7
403110938252,浙江省,0.3,3.7
402371280948,安徽省,2.7,5.7
403125974906,浙江省,0.45,3.7
400976816823,贵州省,1.05,5.9
401753747362,上海,0.85,3.7
403122728567,安徽省,0.5,3.7
401200977573,陕西省,1.05,5.9
403176057978,浙江省,0.2,3.7
403176057966,浙江省,0.3,3.7
401316955826,重庆,1.05,5.9
403175458096,浙江省,0.55,3.7
403213278748,江苏省,0.2,3.7
401785351237,上海,0.85,3.7
401862027996,上海,0.85,3.7
402033306448,湖南省,0.95,5.2
401752485901,上海,0.85,3.7
403193922824,江苏省,0.3,3.7
401328243592,四川省,1.05,5.9
402291390252,内蒙古自治区,0.65,8.2
401188407120,四川省,1.05,5.9
401459526375,四川省,1.05,5.9
402022603986,湖南省,0.95,5.2
402068533672,上海,0.85,3.7
402188342922,湖南省,0.95,5.2
401428710403,重庆,1.05,5.9
402034937080,上海,0.85,3.7
403051329582,江苏省,0.45,3.7
402283353252,浙江省,2.75,5.7
403041646644,江苏省,0.2,3.7
403040455006,浙江省,0.45,3.7
403023914799,浙江省,0.35,3.7
402128332604,上海,0.85,3.7
401558039795,陕西省,1.05,5.9
401459868806,四川省,1.05,5.9
401743664058,四川省,1.05,5.9
403078017120,浙江省,0.2,3.7
403021488832,浙江省,0.2,3.7
401745040527,辽宁省,1.05,5.9
401733498437,四川省,1.05,5.9
403014314846,江苏省,0.2,3.7
402268261970,上海,0.85,3.7
403040454944,江苏省,0.75,3.7
403072513606,浙江省,0.2,3.7
401693366693,陕西省,1.05,5.9
403038328480,江苏省,0.75,3.7
403040564942,江苏省,0.2,3.7
403014314872,浙江省,0.35,3.7
402283960237,上海,0.85,3.7
402517670145,上海,0.85,3.7
403078017082,浙江省,0.25,3.7
403063030510,浙江省,0.35,3.7
403127392785,浙江省,0.75,3.7
402121347091,湖南省,0.95,5.2
403109075026,江苏省,0.2,3.7
403103296626,浙江省,0.75,3.7
403121544243,浙江省,0.2,3.7
403087322999,浙江省,0.3,3.7
403120250061,浙江省,0.45,3.7
403102812977,江苏省,0.2,3.7
403122728516,福建省,0.95,5.2
403107955417,浙江省,0.2,3.7
403139585610,江苏省,0.2,3.7
401760681832,四川省,1.05,5.9
403078653200,浙江省,0.35,3.7
403136705553,浙江省,0.2,3.7
403110938238,浙江省,0.55,3.7
402749714807,上海,0.85,3.7
401956320826,云南省,1.05,5.9
402033306494,四川省,1.05,5.9
403136705539,浙江省,0.5,3.7
403211677036,江苏省,0.2,3.7
402722494996,上海,0.85,3.7
403242100101,江苏省,0.25,3.7
403174474715,安徽省,0.2,3.7
403243466576,浙江省,0.25,3.7
402906417915,安徽省,2.75,5.7
401574044576,贵州省,1.05,5.9
402995949103,上海,0.85,3.7
403200350506,安徽省,0.45,3.7
402305468777,四川省,1.05,5.9
403196961951,浙江省,0.6,3.7
403233558024,浙江省,0.35,3.7
403213117128,上海,0.85,3.7
403216883806,江苏省,0.95,3.7
402490938000,四川省,1.05,5.9
403196830064,浙江省,0.55,3.7
403196961969,江苏省,0.2,3.7
401123656017,上海,0.9,3.7
401120631189,上海,0.9,3.7
401847962976,上海,0.9,3.7
402346791042,陕西省,1.05,5.9
403021488901,浙江省,0.2,3.7
403040454996,江苏省,0.2,3.7
403046091986,江苏省,0.25,3.7
402082823627,上海,0.9,3.7
402499028036,重庆,1.05,5.9
403035349970,浙江省,0.4,3.7
403084248132,江苏省,0.35,3.7
403046153187,江苏省,0.2,3.7
403021488871,江苏省,0.5,3.7
402402917328,四川省,1.05,5.9
401678406693,江苏省,2.8,5.7
403023914804,浙江省,0.55,3.7
403051329556,浙江省,0.2,3.7
403019817257,江苏省,0.2,3.7
402213780336,重庆,1.05,5.9
402246519679,上海,0.9,3.7
402213780400,安徽省,2.8,5.7
403127392847,浙江省,0.25,3.7
403110938307,江苏省,0.2,3.7
402273890721,上海,0.9,3.7
403139585634,江苏省,0.95,3.7
403125974945,江苏省,0.2,3.7
403129366395,浙江省,0.55,3.7
402784946652,内蒙古自治区,0.65,8.2
403087322903,浙江省,0.3,3.7
403121544204,安徽省,0.3,3.7
402292060203,上海,0.9,3.7
403110938260,浙江省,0.4,3.7
403120250054,浙江省,0.45,3.7
403151790461,浙江省,0.2,3.7
402615637868,陕西省,1.05,5.9
403120250047,浙江省,0.25,3.7
403110938277,浙江省,0.2,3.7
402374806943,上海,0.9,3.7
403155463392,江苏省,0.65,3.7
401230797775,湖南省,1,5.2
402454676981,上海,0.9,3.7
403155306040,江苏省,0.4,3.7
403151790509,江苏省,0.5,3.7
403082147269,江苏省,0.2,3.7
402632694703,陕西省,1.05,5.9
403078017105,江苏省,0.2,3.7
403157236245,江苏省,0.2,3.7
403192493050,江苏省,0.35,3.7
402421934968,四川省,1.05,5.9
403080874058,青海省,0.65,8.2
402360395386,上海,0.9,3.7
403213278770,江苏省,0.2,3.7
403068205601,内蒙古自治区,0.65,8.2
403176381574,江苏省,0.85,3.7
402369770564,上海,0.9,3.7
403209061126,浙江省,0.3,3.7
402743733946,上海,0.9,3.7
403217695316,浙江省,0.2,3.7
403209167414,江苏省,0.2,3.7
403197705273,浙江省,0.5,3.7
402887391235,四川省,1.05,5.9
403188763473,江苏省,0.2,3.7
403197637978,浙江省,0.45,3.7
403193922787,浙江省,0.2,3.7
403200334485,安徽省,0.2,3.7
401069802201,云南省,1.1,6.2
400863724601,重庆,1.1,6.2
403213117098,江苏省,0.2,3.7
403200350518,江苏省,0.95,3.7
403186486962,浙江省,0.2,3.7
400937492480,四川省,1.1,6.2
401061199029,陕西省,1.1,6.2
401332566584,四川省,1.1,6.2
403191657882,江苏省,0.25,3.7
401091229986,陕西省,1.1,6.2
403063030497,江苏省,0.2,3.7
402644918706,上海,0.9,3.7
403046153224,浙江省,0.2,3.7
402905918625,浙江省,0.3,3.7
403040454969,浙江省,0.2,3.7
403075620127,浙江省,0.2,3.7
403075620046,安徽省,0.4,3.7
403021488864,安徽省,0.8,3.7
401273138238,四川省,1.1,6.2
403046153194,江苏省,0.2,3.7
401484117342,云南省,1.1,6.2
403046153200,浙江省,0.6,3.7
403017190142,江苏省,0.2,3.7
403023914750,江苏省,0.25,3.7
403059373460,浙江省,0.2,3.7
403047444177,浙江省,0.2,3.7
403040564928,浙江省,0.4,3.7
402575087366,上海,0.9,3.7
401376820194,重庆,1.1,6.2
403043072062,浙江省,0.5,3.7
402890506129,上海,0.9,3.7
403021488857,浙江省,0.2,3.7
403017190135,浙江省,0.2,3.7
403043072087,浙江省,0.2,3.7
403021488840,浙江省,0.65,3.7
401373735062,云南省,1.1,6.2
403036716084,浙江省,0.2,3.7
403151790447,浙江省,0.4,3.7
401408494424,湖南省,1,5.2
401628297931,四川省,1.1,6.2
403103296613,浙江省,0.35,3.7
403118019060,浙江省,0.2,3.7
402186139984,浙江省,2.8,5.7
403087322942,浙江省,0.2,3.7
403109075045,浙江省,0.2,3.7
402215300705,浙江省,2.95,5.7
401713908795,四川省,1.1,6.2
403315225874,内蒙古自治区,0.65,8.2
403151790454,浙江省,0.6,3.7
402292060198,贵州省,1.1,6.2
403080874001,浙江省,0.4,3.7
401518147521,福建省,1,5.2
401900321188,陕西省,1.1,6.2
403112552502,安徽省,0.25,3.7
403137095442,浙江省,0.2,3.7
403155463307,浙江省,0.3,3.7
402334233637,云南省,1.1,6.2
403129732976,浙江省,0.6,3.7
403107955355,浙江省,0.45,3.7
402441883166,陕西省,1.1,6.2
403174474779,浙江省,0.35,3.7
402991284229,上海,0.9,3.7
403216623833,浙江省,0.85,3.7
403243466618,江苏省,0.55,3.7
402905918640,上海,0.9,3.7
403217246187,浙江省,0.2,3.7
403243466640,江苏省,0.25,3.7
402426003846,陕西省,1.1,6.2
403184293331,江苏省,0.2,3.7
402345698080,云南省,1.1,6.2
403188712526,浙江省,0.2,3.7
403197637939,浙江省,0.65,3.7
403239391332,浙江省,0.7,3.7
402303575317,陕西省,1.1,6.2
402352463142,云南省,1.1,6.2
403188950910,浙江省,0.2,3.7
403174474754,浙江省,0.4,3.7
402403031346,内蒙古自治区,0.7,8.2
403209061152,江苏省,0.2,3.7
403059373452,浙江省,0.5,3.7
401176011825,江苏省,3,5.7
401523493168,湖南省,1,5.2
403059373406,浙江省,0.2,3.7
402543626681,云南省,1.1,6.2
403023036538,浙江省,0.2,3.7
402991284275,上海,0.9,3.7
403136705615,上海,0.9,3.7
403044425258,浙江省,0.2,3.7
403064923765,江苏省,0.2,3.7
403085157478,江苏省,0.2,3.7
403136597826,上海,0.9,3.7
403040881991,浙江省,0.2,3.7
403039661386,浙江省,0.25,3.7
403052708136,江苏省,0.3,3.7
403075620058,浙江省,0.25,3.7
403038328465,江苏省,0.35,3.7
401067242491,四川省,1.15,6.5
