运单编号,目的地,计费重量,总运费,备注
3308554257492,辽宁省,0.55,6.3,
3308550172392,江西省,0.25,6.3,
3308550172409,山东省,0.2,6.3,
3308550172415,山东省,0.2,6.3,
3308554257443,广东省,1.21,8.19,
3308554257455,黑龙江省,0.22,6.3,
3308554257467,广东省,0.3,6.3,
3308554257479,山东省,0.2,6.3,
3308554257485,广东省,0.2,6.3,
3308559369479,湖北省,0.12,6.3,
3308497794023,广西壮族自治区,0.2,6.3,
3308453673313,广东省,0.41,6.3,
3308453673325,北京,0.16,6.3,
3308453673337,黑龙江省,0.34,6.3,
3308453673349,辽宁省,0.59,6.3,
3308453673355,河北省,0.28,6.3,
3308453673362,黑龙江省,0.55,6.3,
3308497794000,福建省,0.37,6.3,
3308497794011,北京,0.35,6.3,
3308453673301,吉林省,0.44,6.3,
3308497794035,天津,0.3,6.3,
3308497794047,山东省,1,6.3,
3308497794059,河北省,2.6,16.38,
3308461665512,天津,0.25,6.3,
3308461665505,辽宁省,0.37,6.3,
3308461665494,黑龙江省,0.55,6.3,
3308461665482,北京,0.5,6.3,
3308460061415,山东省,0.6,6.3,
3308460061427,河南省,0.65,6.3,
3308460061439,河北省,0.93,6.3,
3308448395281,广东省,0.2,6.3,
3308453115568,北京,0.38,6.3,
3308453115556,福建省,0.2,6.3,
3308453115544,北京,0.25,6.3,
3308453115532,广东省,0.3,6.3,
3308453115525,北京,0.09,6.3,
3308448395311,吉林省,0.55,6.3,
3308448395300,山东省,0.2,6.3,
3308448395293,河南省,0.4,6.3,
3308453673295,山东省,0.51,6.3,
3308448395270,广西壮族自治区,0.2,6.3,
3308448395268,辽宁省,0.55,6.3,
3308448395256,河北省,0.55,6.3,
3308448395244,福建省,1.25,8.19,
3308448395232,山东省,0.2,6.3,
3308448395225,湖北省,0.3,6.3,
3308453673271,北京,0.45,6.3,
3308453673283,广东省,0.22,6.3,
3308453115570,湖北省,0.23,6.3,
3308461665469,辽宁省,1.02,6.93,
3308460061490,黑龙江省,0.2,6.3,
3308460061488,福建省,3.45,22.05,
3308460061476,辽宁省,0.29,6.3,
3308461665421,河北省,0.42,6.3,
3308461665433,北京,0.2,6.3,
3308461665445,安徽省,0.68,4,
3308461665457,辽宁省,0.71,6.3,
3308460061506,江西省,1.21,8.19,
3308461665475,吉林省,0.76,6.3,
3308460061464,新疆维吾尔自治区,0.78,6.3,
3308460061445,天津,0.21,6.3,
3308460061452,河北省,0.69,6.3,
3308536684445,广西壮族自治区,0.65,6.3,
3308536684457,江苏省,0.75,4,
3308536684469,天津,0.25,6.3,
3308536684475,湖南省,0.45,6.3,
3308536684433,山东省,0.5,6.3,
3308536684482,山东省,0.4,6.3,
3308536684421,广东省,0.28,6.3,
3308536684410,河南省,1.4,8.82,
3308506356754,河南省,0.55,6.3,
3308470467574,湖北省,0.83,6.3,
3308470467586,广西壮族自治区,0.45,6.3,
3308470467598,辽宁省,0.35,6.3,
3308470467604,河南省,0.4,6.3,
3308536684408,辽宁省,0.55,6.3,
3308534934546,北京,0.75,6.3,
3308534934509,广西壮族自治区,0.55,6.3,
3308534934492,北京,0.65,6.3,
3308534934485,山东省,0.65,6.3,
3308534934479,吉林省,0.2,6.3,
3308534934467,河北省,1,6.3,
3308534934522,湖南省,0.4,6.3,
3308534934534,山东省,0.35,6.3,
3308536684494,辽宁省,0.4,6.3,
3308534934558,天津,0.65,6.3,
3308535571918,河北省,0.4,6.3,
3308535571920,广东省,0.8,6.3,
3308539010070,广东省,0.18,6.3,
3308539010068,河南省,0.03,6.3,
3308539010056,北京,0.2,6.3,
3308539010044,北京,0.5,6.3,
3308469268523,北京,0.85,6.3,
3308476861391,广东省,0.25,6.3,
3308476781086,北京,0.52,6.3,
3308469268432,广东省,0.85,6.3,
3308476781098,辽宁省,0.85,6.3,
3308476781104,广东省,0.45,6.3,
3308476861445,山东省,0.4,6.3,
3308476861433,江西省,0.2,6.3,
3308476861421,河北省,0.18,6.3,
3308476861410,黑龙江省,0.58,6.3,
3308476861408,辽宁省,1.1,6.93,
3308476781074,河南省,0.2,6.3,
3308476861380,河北省,0.2,6.3,
3308476861378,山东省,0.33,6.3,
3308476861366,广东省,0.5,6.3,
3308476781128,河北省,0.2,6.3,
3308476781116,湖北省,0.98,6.3,
3308535571967,河南省,0.25,6.3,
3308535571955,北京,0.3,6.3,
3308535571943,河北省,0.45,6.3,
3308535571931,天津,0.24,6.3,
3308469666278,北京,0.65,6.3,
3308554763259,广东省,0.2,6.3,
3308469666266,北京,0.55,6.3,
3308469268511,云南省,0.96,6.3,
3308469268500,河北省,0.57,6.3,
3308469268493,广东省,0.45,6.3,
3308469268481,吉林省,0.82,6.3,
3308469268470,北京,0.35,6.3,
3308469268468,辽宁省,0.55,6.3,
3308554763265,山东省,0.2,6.3,
3308476781062,河南省,0.31,6.3,
3308554763247,北京,0.3,6.3,
3308554763235,广东省,0.2,6.3,
3308476861457,辽宁省,0.3,6.3,
3308554763223,河南省,0.42,6.3,
3308469268456,山东省,0.2,6.3,
3308469268444,黑龙江省,0.28,6.3,
3308476781037,河北省,0.8,6.3,
3308476781049,河南省,0.35,6.3,
3308476781055,新疆维吾尔自治区,0.7,6.3,
3308534934515,湖北省,0.7,6.3,
3308470157475,天津,0.3,6.3,
3308513074435,广东省,0.2,6.3,
3308513074423,山东省,0.25,6.3,
3308579213775,辽宁省,0.3,6.3,
3308470157457,广东省,0.55,6.3,
3308470157469,河南省,0.45,6.3,
3308513074447,湖北省,0.38,6.3,
3308470157482,河南省,0.83,6.3,
3308470157494,辽宁省,0.2,6.3,
3308540615216,广东省,0.65,6.3,
3308540615228,湖南省,0.66,6.3,
3308540615230,北京,0.73,6.3,
3308540615241,辽宁省,0.32,6.3,
3308505158189,宁夏回族自治区,0.65,6.3,
3308503553068,福建省,0.18,6.3,
3308503553070,浙江省,0.1,4,
3308503553081,山东省,0.14,6.3,
3308503553093,广东省,0.18,6.3,
3308505621797,湖南省,1,6.3,
3308505158195,广西壮族自治区,0.65,6.3,
3308505158207,北京,1,6.3,
3308505158219,广东省,1,6.3,
3308505158225,北京,0.2,6.3,
3308505158232,辽宁省,0.3,6.3,
3308503553056,河南省,0.45,6.3,
3308506356810,河北省,0.35,6.3,
3308507942075,吉林省,0.5,6.3,
3308506356845,山东省,0.65,6.3,
3308506356833,山东省,0.55,6.3,
3308506356821,江西省,0.5,6.3,
3308507942082,福建省,0.3,6.3,
3308506356808,北京,0.3,6.3,
3308506356791,山东省,0.3,6.3,
3308506356780,河南省,0.2,6.3,
3308506356778,河北省,0.55,6.3,
3308506356766,辽宁省,0.55,6.3,
3308540615253,江西省,0.32,6.3,
3308470467549,河南省,0.5,6.3,
3308540615265,福建省,0.06,6.3,
3308470467513,河北省,0.5,6.3,
3308470467525,北京,1.2,7.56,
3308470467537,吉林省,0.25,6.3,
3308507942094,湖北省,0.6,6.3,
3308470467555,福建省,0.94,6.3,
3308470467562,北京,0.8,6.3,
3308507942124,河北省,0.25,6.3,
3308507942112,广西壮族自治区,0.2,6.3,
3308507942105,福建省,0.2,6.3,
3308539010081,河北省,0.2,6.3,
3308572491640,北京,0.4,6.3,
3308572172283,广东省,0.5,6.3,
3308572491602,山东省,0.3,6.3,
3308572491614,海南省,0.2,6.3,
3308572491626,广东省,0.2,6.3,
3308572491638,山西省,0.2,6.3,
3308572172271,吉林省,0.6,6.3,
3308572491651,北京,1,6.3,
3308469666308,山东省,0.57,6.3,
3308469666310,广东省,1.15,7.56,
3308470157445,北京,0.8,6.3,
3308576088938,陕西省,0.26,6.3,
3308576088940,广东省,0.56,6.3,
3308572172209,广东省,1.55,10.08,
3308539010093,云南省,0.62,6.3,
3308469666280,广东省,0.34,6.3,
3308469666291,辽宁省,0.35,6.3,
3308572172192,山东省,0.48,6.3,
3308572172260,广东省,0.57,6.3,
3308572172215,河北省,0.6,6.3,
3308572172222,北京,0.6,6.3,
3308572172234,河北省,1.44,9.45,
3308572172246,湖北省,0.5,6.3,
3308572172258,黑龙江省,0.2,6.3,
3308503553044,江西省,1.05,6.93,
3308579213708,河南省,0.59,6.3,
3308577453249,天津,0.1,6.3,
3308577453255,河北省,0.25,6.3,
3308577453262,甘肃省,0.16,6.3,
3308579213680,广东省,1.03,6.93,
3308579213691,山东省,0.44,6.3,
3308577453237,江苏省,0.44,4,
3308579213710,北京,0.35,6.3,
3308579213721,湖南省,0.2,6.3,
3308579213733,河北省,0.4,6.3,
3308579213745,山东省,0.65,6.3,
3308579213757,河南省,0.2,6.3,
3308579213769,宁夏回族自治区,0.2,6.3,
3308576088951,福建省,1.56,10.08,
3308576089014,湖北省,0.18,6.3,
3308576088963,湖北省,0.7,6.3,
3308576088975,吉林省,0.4,6.3,
3308576088987,广东省,0.46,6.3,
3308576088999,上海直辖市,0.78,4,
3308576089002,湖南省,0.58,6.3,
3308577453225,广东省,0.52,6.3,
3308576089026,山东省,0.57,6.3,
3308577453213,河南省,0.22,6.3,
3308542420455,北京,0.2,6.3,
3308542420449,广东省,0.2,6.3,
3308542420437,河北省,0.3,6.3,
3308542420425,河南省,0.2,6.3,
3308542420413,辽宁省,0.35,6.3,
3308598097297,广西壮族自治区,0.5,6.3,
3308593360932,北京,0.35,6.3,
3308593360944,广东省,0.2,6.3,
3308593360956,广东省,0.29,6.3,
3308593360968,黑龙江省,0.15,6.3,
3308598097261,广东省,0.2,6.3,
3308598097273,广东省,0.2,6.3,
3308598097285,黑龙江省,0.95,6.3,
3308593360925,山东省,0.2,6.3,
3308598097303,河南省,0.45,6.3,
3308598097315,广东省,0.2,6.3,
3308598097327,北京,0.2,6.3,
3308598097339,江苏省,0.39,4,
3308598097345,广东省,0.2,6.3,
3308598097352,河北省,0.4,6.3,
3308564776715,河北省,0.25,6.3,
3308564776709,北京,0.35,6.3,
3308564776692,辽宁省,0.2,6.3,
3308591933888,江西省,0.27,6.3,
3308591933815,辽宁省,0.47,6.3,
3308591933827,河北省,0.35,6.3,
3308591933839,天津,0.2,6.3,
3308591933845,江西省,1,6.3,
3308591933852,河北省,0.35,6.3,
3308591933864,黑龙江省,0.45,6.3,
3308591933876,广东省,0.24,6.3,
3308593360919,河北省,0.3,6.3,
3308591933890,湖北省,0.2,6.3,
3308593128275,天津,0.5,6.3,
3308593128287,河北省,0.2,6.3,
3308593128299,天津,0.35,6.3,
3308593128305,江西省,0.2,6.3,
3308593128317,北京,0.2,6.3,
3308593128329,广东省,0.2,6.3,
3308553419641,吉林省,0.2,6.3,
3308554686520,江苏省,0.37,4,
3308554686592,河北省,0.55,6.3,
3308554686585,福建省,0.25,6.3,
3308554686579,福建省,0.28,6.3,
3308554686567,辽宁省,0.65,6.3,
3308554686555,辽宁省,0.3,6.3,
3308554686543,辽宁省,0.35,6.3,
3308554686531,辽宁省,0.28,6.3,
3308554763211,吉林省,0.25,6.3,
3308554686518,广东省,0.65,6.3,
3308554686506,广东省,0.25,6.3,
3308553419695,北京,0.45,6.3,
3308553419689,山东省,0.26,6.3,
3308553419677,黑龙江省,1,6.3,
3308553419665,吉林省,0.2,6.3,
3308553419653,湖南省,0.2,6.3,
3308564776685,福建省,0.2,6.3,
3308556441925,北京,0.77,6.3,
3308564776679,山东省,0.7,6.3,
3308564776667,天津,0.55,6.3,
3308564776655,吉林省,0.35,6.3,
3308564776643,天津,0.45,6.3,
3308564776631,福建省,0.5,6.3,
3308564776620,湖北省,0.55,6.3,
3308556441932,福建省,0.55,6.3,
3308556441841,福建省,0.75,6.3,
3308556441919,四川省,0.44,6.3,
3308556441907,黑龙江省,0.85,6.3,
3308556441895,广东省,0.4,6.3,
3308556441889,北京,0.35,6.3,
3308556441877,福建省,0.2,6.3,
3308556441865,天津,0.52,6.3,
3308556441853,甘肃省,0.55,6.3,
3308591933803,福建省,0.2,6.3,
3308490712400,辽宁省,0.2,6.3,
3308490712447,天津,0.4,6.3,
3308490712435,辽宁省,0.2,6.3,
3308490712423,河南省,0.25,6.3,
3308490712411,山东省,0.35,6.3,
3308490712459,吉林省,0.35,6.3,
3308490547156,黑龙江省,0.34,6.3,
3308490547144,北京,0.5,6.3,
3308490547132,北京,0.27,6.3,
3308490547125,广东省,0.35,6.3,
3308490547119,黑龙江省,0.04,6.3,
3308490547107,北京,0.45,6.3,
3308490712465,北京,0.6,6.3,
3308490712472,北京,0.22,6.3,
3308490712484,北京,0.55,6.3,
3308490712496,福建省,0.35,6.3,
3308490717463,福建省,0.4,6.3,
3308490717475,黑龙江省,0.35,6.3,
3308490717487,北京,1.2,7.56,
3308490717499,广东省,1.2,7.56,
3308490717505,河北省,0.14,6.3,
3308490717517,辽宁省,0.58,6.3,
3308490717529,山东省,0.7,6.3,
3308529863269,北京,0.45,6.3,
3308530341035,广东省,0.2,6.3,
3308530341023,吉林省,0.3,6.3,
3308530341011,天津,0.2,6.3,
3308530341000,甘肃省,0.2,6.3,
3308530340996,江西省,0.25,6.3,
3308529863305,辽宁省,0.4,6.3,
3308529863294,吉林省,0.2,6.3,
3308529863282,广东省,0.5,6.3,
3308529863275,广东省,0.35,6.3,
3308490547095,天津,0.6,6.3,
3308529863257,北京,0.65,6.3,
3308527151900,江苏省,0.26,4,
3308527151893,黑龙江省,0.33,6.3,
3308527151881,福建省,0.2,6.3,
3308527151870,山东省,0.2,6.3,
3308527151868,广东省,0.2,6.3,
3308527151856,黑龙江省,0.39,6.3,
3308490547065,福建省,0.4,6.3,
3308490547077,辽宁省,0.25,6.3,
3308490547089,山东省,0.58,6.3,
3308530341047,江苏省,0.28,4,
3308497504894,福建省,0.8,6.3,
3308497504936,江西省,0.45,6.3,
3308497504924,河南省,0.7,6.3,
3308497504912,广东省,1.13,7.56,
3308497504905,湖南省,0.56,6.3,
3308497504948,山东省,1.01,6.93,
3308497504882,河南省,0.2,6.3,
3308497504875,天津,0.4,6.3,
3308497504869,北京,0.56,6.3,
3308497504857,广东省,0.45,6.3,
3308495998552,河北省,0.3,6.3,
3308495998545,广西壮族自治区,0.45,6.3,
3308497982292,广东省,0.3,6.3,
3308497982309,广东省,0.25,6.3,
3308497982315,辽宁省,0.85,6.3,
3308497982322,吉林省,0.4,6.3,
3308497982334,江西省,0.2,6.3,
3308497982346,黑龙江省,0.2,6.3,
3308508548953,江苏省,0.2,4,
3308508548941,湖北省,0.53,6.3,
3308508548928,福建省,0.2,6.3,
3308508548916,山东省,0.4,6.3,
3308490717535,河南省,0.27,6.3,
3308492542043,北京,0.55,6.3,
3308490717542,北京,0.25,6.3,
3308490717554,广东省,0.3,6.3,
3308492541985,黑龙江省,0.52,6.3,
3308542420401,海南省,0.2,6.3,
3308492541992,河北省,0.2,6.3,
3308492542006,河南省,0.2,6.3,
3308492542018,湖北省,0.23,6.3,
3308492542020,河北省,0.2,6.3,
3308492542031,湖北省,0.25,6.3,
3308495998539,黑龙江省,0.2,6.3,
3308492542055,北京,0.22,6.3,
3308492542067,黑龙江省,0.7,6.3,
3308492542079,吉林省,0.53,6.3,
3308495998461,湖北省,0.57,6.3,
3308495998473,广东省,0.35,6.3,
3308495998485,广东省,0.25,6.3,
3308495998497,江西省,0.85,6.3,
3308495998503,山东省,0.8,6.3,
3308495998515,广东省,0.7,6.3,
3308495998527,江苏省,0.5,4,
3308508548904,黑龙江省,1,6.3,
3308536268552,北京,0.5,6.3,
3308534832112,北京,0.55,6.3,
3308534832124,广东省,0.2,6.3,
3308534832136,天津,0.45,6.3,
3308534832094,吉林省,0.2,6.3,
3308534832105,北京,0.2,6.3,
3308536268539,黑龙江省,0.2,6.3,
3308536268545,广东省,1,6.3,
3308534832082,湖北省,0.5,6.3,
3308536268564,福建省,0.2,6.3,
3308536268576,河北省,0.65,6.3,
3308536268588,北京,0.2,6.3,
3308614807397,广东省,0.3,6.3,
3308614807385,河南省,0.25,6.3,
3308614807373,广东省,0.2,6.3,
3308614807403,山东省,0.65,6.3,
3308614807415,山东省,0.65,6.3,
3308614807427,北京,0.35,6.3,
3308510061815,湖南省,0.4,6.3,
3308510061809,吉林省,0.4,6.3,
3308614807361,河北省,0.75,6.3,
3308614807350,广东省,0.3,6.3,
3308614807348,广东省,0.4,6.3,
3308581572946,云南省,0.8,6.3,
3308571489915,河北省,1.15,7.56,
3308571489927,天津,0.5,6.3,
3308571489939,辽宁省,1.1,6.93,
3308571489945,湖北省,0.3,6.3,
3308571489952,湖南省,1.77,11.34,
3308571489964,江西省,1.1,6.93,
3308571489976,福建省,0.45,6.3,
3308520626976,河北省,0.35,6.3,
3308521590870,辽宁省,0.92,6.3,
3308614807439,山东省,0.35,6.3,
3308521590868,山东省,0.65,6.3,
3308521590856,江苏省,0.2,4,
3308521590844,河南省,0.45,6.3,
3308521590832,湖北省,0.55,6.3,
3308521590825,北京,0.2,6.3,
3308521590819,湖南省,0.5,6.3,
3308521590807,广东省,0.45,6.3,
3308583169943,北京,0.85,6.3,
3308520626964,河北省,0.7,6.3,
3308520626952,福建省,0.8,6.3,
3308520626945,天津,0.35,6.3,
3308520626939,湖北省,0.74,6.3,
3308520626927,广东省,1.25,8.19,
3308520626915,山东省,0.64,6.3,
3308520626903,天津,0.46,6.3,
3308520626897,湖北省,0.55,6.3,
3308520626885,福建省,0.55,6.3,
3308521590881,江西省,0.3,6.3,
3308516462926,河北省,0.15,6.3,
3308510061883,海南省,0.3,6.3,
3308510061871,江苏省,0.5,4,
3308510061860,山东省,0.25,6.3,
3308516462914,江西省,0.35,6.3,
3308578537524,辽宁省,0.7,6.3,
3308516462938,广东省,1,6.3,
3308510061858,广西壮族自治区,0.55,6.3,
3308510061846,广东省,0.55,6.3,
3308510061834,广西壮族自治区,0.2,6.3,
3308510061822,广东省,0.2,6.3,
3308581413397,天津,0.5,6.3,
3308578537512,广东省,0.57,6.3,
3308578537505,北京,0.45,6.3,
3308516462902,北京,0.86,6.3,
3308516462896,河北省,0.56,6.3,
3308578537494,福建省,0.79,6.3,
3308578537482,山东省,0.16,6.3,
3308578537475,福建省,1.74,11.34,
3308578537469,广东省,0.46,6.3,
3308578537457,广东省,1,6.3,
3308578537445,江西省,0.35,6.3,
3308571489988,吉林省,0.2,6.3,
3308519741329,黑龙江省,0.2,6.3,
3308519741287,辽宁省,0.2,6.3,
3308519741299,黑龙江省,0.2,6.3,
3308519741305,河北省,0.2,6.3,
3308519741317,广西壮族自治区,0.25,6.3,
3308519741275,黑龙江省,0.2,6.3,
3308519741335,广东省,0.4,6.3,
3308581413476,广东省,0.65,6.3,
3308581413488,吉林省,0.2,6.3,
3308571490004,湖南省,0.63,6.3,
3308571489990,广东省,0.2,6.3,
3308581413403,吉林省,0.35,6.3,
3308519741263,福建省,0.2,6.3,
3308519741251,福建省,0.2,6.3,
3308519741240,山东省,0.3,6.3,
3308581413464,江西省,0.44,6.3,
3308581413452,河北省,0.55,6.3,
3308581413445,河南省,0.2,6.3,
3308581413439,北京,0.3,6.3,
3308581413427,湖北省,0.65,6.3,
3308581413415,北京,0.2,6.3,
3308516462940,北京,0.18,6.3,
3308578537433,吉林省,0.45,6.3,
3308556359720,吉林省,0.25,6.3,
3308554839851,江西省,0.35,6.3,
3308554839863,黑龙江省,0.65,6.3,
3308554839875,福建省,0.31,6.3,
3308554839887,广东省,0.4,6.3,
3308556359676,北京,0.52,6.3,
3308556359688,河北省,0.4,6.3,
3308556359690,北京,0.34,6.3,
3308556359706,福建省,0.45,6.3,
3308556359718,江西省,0.55,6.3,
3308554839840,甘肃省,0.45,6.3,
3308556359731,黑龙江省,0.55,6.3,
3308556359743,湖南省,0.55,6.3,
3308556359755,广东省,0.22,6.3,
3308556359767,广东省,0.7,6.3,
3308548913579,北京,0.2,6.3,
3308548913567,辽宁省,0.35,6.3,
3308548913555,北京,0.45,6.3,
3308548913543,湖北省,0.35,6.3,
3308548913531,广东省,0.25,6.3,
3308548913520,山东省,0.25,6.3,
3308508548930,广东省,0.54,6.3,
3308552750394,广东省,0.35,6.3,
3308585166853,福建省,0.2,6.3,
3308585166841,辽宁省,0.45,6.3,
3308585166830,吉林省,0.49,6.3,
3308585166828,北京,0.3,6.3,
3308585166816,天津,0.25,6.3,
3308585166804,山东省,0.2,6.3,
3308584045394,天津,0.8,6.3,
3308584045382,福建省,0.4,6.3,
3308584045375,福建省,0.25,6.3,
3308554839838,广东省,0.57,6.3,
3308552750382,北京,0.2,6.3,
3308552750375,山东省,0.3,6.3,
3308552750369,福建省,0.55,6.3,
3308552750357,黑龙江省,0.3,6.3,
3308552750345,辽宁省,0.7,6.3,
3308552750333,河北省,0.55,6.3,
3308552750321,广东省,0.95,6.3,
3308552750310,河南省,0.35,6.3,
3308552750308,山东省,0.55,6.3,
3308521590893,河北省,0.2,6.3,
3308623444930,北京,0.3,6.3,
3308583170025,河北省,0.2,6.3,
3308623444928,天津,0.55,6.3,
3308619520431,黑龙江省,0.2,6.3,
3308583170019,山东省,0.2,6.3,
3308619520420,山东省,0.45,6.3,
3308619520418,黑龙江省,0.2,6.3,
3308619520406,广东省,0.3,6.3,
3308619520390,福建省,0.35,6.3,
3308619520388,广东省,0.8,6.3,
3308583170032,河北省,0.2,6.3,
3308623444941,福建省,0.2,6.3,
3308623444953,北京,0.2,6.3,
3308623444965,湖北省,0.2,6.3,
3308623444977,福建省,0.27,6.3,
3308583170007,北京,0.6,6.3,
3308583169992,吉林省,0.55,6.3,
3308583169985,湖北省,0.5,6.3,
3308583169979,辽宁省,0.65,6.3,
3308583169967,山东省,0.25,6.3,
3308583169955,黑龙江省,0.62,6.3,
3308557702829,广东省,0.7,6.3,
3308557702880,辽宁省,0.75,6.3,
3308558268571,辽宁省,0.2,6.3,
3308558268560,江苏省,0.2,4,
3308557702910,广东省,0.45,6.3,
3308557702908,湖南省,0.2,6.3,
3308557702891,河北省,0.7,6.3,
3308558268583,广东省,0.2,6.3,
3308557702878,北京,0.85,6.3,
3308557702866,河北省,0.65,6.3,
3308557702854,北京,0.5,6.3,
3308557702842,北京,0.45,6.3,
3308557702835,江苏省,0.65,4,
3308510061792,海南省,0.55,6.3,
3308508790979,广东省,0.2,6.3,
3308508790992,河南省,0.2,6.3,
3308508790985,福建省,0.45,6.3,
3308558268595,天津,0.2,6.3,
3308508790943,广东省,0.35,6.3,
3308508790955,广东省,0.4,6.3,
3308508790967,福建省,0.2,6.3,
3308638815163,天津,0.25,6.3,
3308638815151,江西省,1.76,11.34,
3308638815126,山东省,0.2,6.3,
3308638815138,黑龙江省,0.2,6.3,
3308638815140,辽宁省,0.2,6.3,
3308600441185,广东省,0.3,6.3,
3308600441215,江西省,0.55,6.3,
3308535663970,广东省,0.45,6.3,
3308535663981,江西省,1.86,11.97,
3308535663993,江苏省,0.18,4,
3308535664007,吉林省,0.95,6.3,
3308535664019,江西省,0.4,6.3,
3308535664025,天津,0.31,6.3,
3308535664032,广东省,0.4,6.3,
3308600441179,广东省,0.4,6.3,
3308600441209,天津,0.3,6.3,
3308600441192,福建省,0.51,6.3,
3308535664044,河南省,0.2,6.3,
3308572753041,福建省,0.2,6.3,
3308535664068,山东省,0.23,6.3,
3308572753077,北京,0.2,6.3,
3308572753065,辽宁省,0.2,6.3,
3308572753053,河北省,0.16,6.3,
3308600441246,新疆维吾尔自治区,0.4,6.3,
3308572753030,江苏省,0.2,4,
3308600441260,湖北省,0.2,6.3,
3308600441258,河南省,0.3,6.3,
3308638815175,天津,0.2,6.3,
3308572753028,广西壮族自治区,0.25,6.3,
3308600441222,河南省,0.2,6.3,
3308600441234,广东省,0.55,6.3,
3308611328342,湖北省,0.39,6.3,
3308611328354,山东省,0.2,6.3,
3308611328335,辽宁省,0.62,6.3,
3308611328329,福建省,0.2,6.3,
3308642164992,广东省,0.06,6.3,
3308601885433,黑龙江省,0.85,6.3,
3308642165006,广东省,0.25,6.3,
3308601885421,北京,0.45,6.3,
3308601885469,河南省,0.5,6.3,
3308601885457,河南省,0.2,6.3,
3308601885445,北京,0.43,6.3,
3308642164985,广西壮族自治区,0.14,6.3,
3308647291918,吉林省,0.2,6.3,
3308647291967,湖北省,0.3,6.3,
3308601493499,广东省,0.2,6.3,
3308601493505,广东省,0.5,6.3,
3308647291943,吉林省,0.3,6.3,
3308647291931,河南省,0.2,6.3,
3308647291920,福建省,0.38,6.3,
3308601885475,山东省,0.44,6.3,
3308642165018,江苏省,0.2,4,
3308601885512,黑龙江省,0.51,6.3,
3308601885505,北京,0.8,6.3,
3308601885494,北京,0.2,6.3,
3308601885482,河北省,0.46,6.3,
3308601493517,北京,0.3,6.3,
3308601493529,湖北省,0.5,6.3,
3308600447851,广东省,0.65,6.3,
3308640498897,北京,0.55,6.3,
3308601487969,广东省,0.36,6.3,
3308601487957,福建省,0.22,6.3,
3308601487945,新疆维吾尔自治区,0.28,6.3,
3308601487933,北京,0.44,6.3,
3308601487921,河北省,0.14,6.3,
3308601487910,广东省,0.2,6.3,
3308600447929,海南省,0.2,6.3,
3308600447917,广东省,0.52,6.3,
3308601493487,山东省,0.43,6.3,
3308640498885,江苏省,0.2,4,
3308601493535,天津,0.4,6.3,
3308600447838,辽宁省,1.18,7.56,
3308600447840,广东省,0.68,6.3,
3308600447905,黑龙江省,0.34,6.3,
3308600447899,江西省,0.74,6.3,
3308600447887,北京,0.3,6.3,
3308600447875,江西省,0.2,6.3,
3308600447863,河北省,0.2,6.3,
3308642164979,河南省,0.2,6.3,
3308611328299,新疆维吾尔自治区,0.33,6.3,
3308642164967,江苏省,0.2,4,
3308640498976,广东省,0.37,6.3,
3308640498964,北京,0.45,6.3,
3308654567537,广东省,0.58,6.3,
3308654567549,广东省,0.7,6.3,
3308654567555,北京,0.38,6.3,
3308611328317,广东省,0.28,6.3,
3308611328305,河南省,0.45,6.3,
3308640498903,天津,0.63,6.3,
3308611328287,宁夏回族自治区,0.25,6.3,
3308611328275,吉林省,1.21,8.19,
3308640498952,河南省,0.3,6.3,
3308640498945,湖北省,0.82,6.3,
3308611328263,广东省,0.4,6.3,
3308640498939,广东省,0.2,6.3,
3308640498927,广东省,0.2,6.3,
3308640498915,北京,0.62,6.3,
3308654567616,北京,0.83,6.3,
3308647291955,湖北省,1.7,10.71,
3308545999174,北京,0.2,6.3,
3308546704771,北京,0.14,6.3,
3308546704760,江西省,0.28,6.3,
3308546704758,黑龙江省,0.26,6.3,
3308546704746,山东省,1,6.3,
3308545999186,黑龙江省,0.22,6.3,
3308546704783,河北省,1,6.3,
3308545999162,甘肃省,0.35,6.3,
3308545999155,北京,0.88,6.3,
3308545999149,辽宁省,0.51,6.3,
3308545999137,湖南省,0.28,6.3,
3308545746627,天津,0.63,6.3,
3308545746615,北京,0.54,6.3,
3308545746603,江西省,1,6.3,
3308534718302,福建省,0.34,6.3,
3308614692541,湖南省,0.09,6.3,
3308614692553,北京,0.22,6.3,
3308614692565,广东省,0.48,6.3,
3308534718296,江西省,0.46,6.3,
3308534718247,甘肃省,0.55,6.3,
3308546704795,天津,0.12,6.3,
3308534718314,湖北省,0.45,6.3,
3308534718326,广东省,0.54,6.3,
3308534718338,广东省,0.23,6.3,
3308535664056,辽宁省,0.45,6.3,
3308539180278,福建省,0.34,6.3,
3308614692530,河北省,0.32,6.3,
3308539180345,广西壮族自治区,0.24,6.3,
3308541989185,河南省,0.78,6.3,
3308541989179,福建省,0.63,6.3,
3308541989167,北京,0.43,6.3,
3308539180369,广东省,0.2,6.3,
3308539180357,吉林省,0.35,6.3,
3308541989192,河南省,0.2,6.3,
3308539180333,广东省,0.03,6.3,
3308539180321,广东省,0.18,6.3,
3308539180310,河北省,0.2,6.3,
3308539180308,河南省,0.2,6.3,
3308539180291,广东省,0.55,6.3,
3308545746597,北京,0.24,6.3,
3308545746536,河南省,0.84,6.3,
3308545746585,湖北省,0.2,6.3,
3308545746573,湖北省,0.16,6.3,
3308545746561,北京,0.3,6.3,
